Start Date, End Date, Duration, Start Elevation, End Elevation, Drawdown
7/6/99,7/7/99,2,7763.0,7762.0,-1.0
7/6/03,7/7/03,2,7761.0,7760.0,-1.0
5/23/06,5/24/06,2,7737.0,7736.0,-1.0
10/21/07,10/23/07,3,7748.0,7747.0,-1.0
5/13/11,5/15/11,3,7713.0,7712.0,-1.0
8/9/11,8/12/11,4,7764.0,7763.0,-1.0
5/1/14,5/3/14,3,7723.0,7722.0,-1.0
10/13/14,10/16/14,4,7750.0,7749.0,-1.0
12/22/18,12/23/18,2,7717.0,7716.0,-1.0
4/26/20,4/27/20,3,7723.0,7722.0,-1.0
