Date,ResidenceTime_Days
2010-05-01,28.39201265
2010-06-01,28.12602054
2010-07-01,24.68124795
2010-08-01,28.3505656
2010-09-01,29.96727158
2010-10-01,40.55453675
2010-11-01,42.34541905
2010-12-01,76.25822263
2011-01-01,51.35070835
2011-02-01,40.36037211
2011-03-01,25.92002401
2011-04-01,22.6699711
2011-05-01,26.95540489
2011-06-01,25.29811073
2011-07-01,23.8340472
2011-08-01,27.26013068
2011-09-01,33.24859776
2011-10-01,38.58975358
2011-11-01,56.4405023
2011-12-01,74.78821985
2012-01-01,46.65171115
2012-02-01,35.24323448
2012-03-01,24.91401366
2012-04-01,22.73956862
2012-05-01,26.03034708
2012-06-01,24.67655521
2012-07-01,27.89636873
2012-08-01,33.58199239
2012-09-01,32.6722207
2012-10-01,38.52560834
2012-11-01,50.57705191
2012-12-01,66.68995068
2013-01-01,51.83061758
2013-02-01,38.41022075
2013-03-01,26.8077592
2013-04-01,22.68217135
2013-05-01,27.14749473
2013-06-01,25.82026039
2013-07-01,29.91922166
2013-08-01,36.54500824
2013-09-01,38.99688839
2013-10-01,39.11217079
2013-11-01,68.33890974
2013-12-01,64.56792212
2014-01-01,52.87916609
2014-02-01,35.49775799
2014-03-01,23.30237206
2014-04-01,23.23669159
2014-05-01,26.74293457
2014-06-01,25.05606588
2014-07-01,26.767269
2014-08-01,38.34433622
2014-09-01,37.68288051
2014-10-01,42.75892136
2014-11-01,49.75139007
2014-12-01,81.74296217
2015-01-01,54.11671598
2015-02-01,34.6398967
2015-03-01,29.42492016
2015-04-01,23.40127569
2015-05-01,34.76286785
2015-06-01,29.86988575
2015-07-01,32.44748371
2015-08-01,31.32486089
2015-09-01,37.47233946
2015-10-01,40.53145417
2015-11-01,45.53630513
2015-12-01,60.67120224
2016-01-01,65.82990521
2016-02-01,30.31771702
2016-03-01,26.35567809
2016-04-01,26.62263553
2016-05-01,29.95298884
2016-06-01,28.78679143
2016-07-01,30.70317832
2016-08-01,32.77678063
2016-09-01,37.90764335
2016-10-01,40.93928089
2016-11-01,46.81381093
2016-12-01,86.72559853
2017-01-01,93.48737738
2017-02-01,45.87325784
2017-03-01,26.94846446
2017-04-01,24.82530338
2017-05-01,31.64052954
2017-06-01,26.48328754
2017-07-01,28.3691614
2017-08-01,33.37571673
2017-09-01,38.98266289
2017-10-01,38.91129147
2017-11-01,51.33684953
2017-12-01,60.79135945
2018-01-01,60.01724618
2018-02-01,37.92594918
2018-03-01,29.29497993
2018-04-01,23.21210831
2018-05-01,26.30146893
2018-06-01,25.41015995
2018-07-01,28.9985121
2018-08-01,29.64805107
2018-09-01,35.83567676
2018-10-01,51.40471362
2018-11-01,53.32175224
2018-12-01,100.122568
2019-01-01,83.97423515
2019-02-01,48.84016929
2019-03-01,29.49277291
2019-04-01,25.48984136
2019-05-01,27.96841509
2019-06-01,25.69423283
2019-07-01,24.99361452
2019-08-01,29.20078638
2019-09-01,37.59860304
2019-10-01,46.47956024
2019-11-01,73.77356477
2019-12-01,127.4456745
2020-01-01,72.59333122
2020-02-01,53.36137325
2020-03-01,57.03857288
2020-04-01,30.77856925
2020-05-01,24.16273487
2020-06-01,26.12475941
2020-07-01,26.74071268
2020-08-01,28.61876634
2020-09-01,32.59368781
2020-10-01,42.61263237
2020-11-01,50.32808273
2020-12-01,65.91710503
