Date,ResidenceTime_Days
1997-01-01,46.89597709
1997-02-01,21.11192751
1997-03-01,20.42643504
1997-04-01,20.86981686
1997-05-01,22.06098533
1997-06-01,21.95872106
1997-07-01,20.59649878
1997-08-01,18.14743666
1997-09-01,27.45205577
1997-10-01,35.77430683
1997-11-01,42.43890095
1997-12-01,60.75124049
1998-01-01,18.32639829
1998-02-01,16.3626403
1998-03-01,17.20727066
1998-04-01,20.97396631
1998-05-01,21.96331622
1998-06-01,21.7862532
1998-07-01,19.77678501
1998-08-01,25.31345789
1998-09-01,22.18685121
1998-10-01,24.95343056
1998-11-01,23.71418088
1998-12-01,18.32366773
1999-01-01,33.29519718
1999-02-01,33.04631387
1999-03-01,23.69866306
1999-04-01,24.4719685
1999-05-01,22.80259459
1999-06-01,23.13387037
1999-07-01,24.62035963
1999-08-01,28.09443524
1999-09-01,22.70591813
1999-10-01,22.37985967
1999-11-01,27.87392131
1999-12-01,49.65220949
2000-01-01,43.08878743
2000-02-01,32.02347934
2000-03-01,25.01428463
2000-04-01,19.58938623
2000-05-01,21.87697541
2000-06-01,22.95337455
2000-07-01,21.64127296
2000-08-01,27.50242385
2000-09-01,27.79264072
2000-10-01,32.68540892
2000-11-01,40.89913691
2000-12-01,45.00933071
2001-01-01,57.93334766
2001-02-01,34.95746283
2001-03-01,38.00393098
2001-04-01,22.54923768
2001-05-01,23.20064668
2001-06-01,21.92801245
2001-07-01,22.47503635
2001-08-01,26.90783787
2001-09-01,28.81457889
2001-10-01,36.67428831
2001-11-01,41.96875517
2001-12-01,51.83290851
2002-01-01,45.3840613
2002-02-01,31.53010028
2002-03-01,25.6800424
2002-04-01,21.72162081
2002-05-01,24.36073639
2002-06-01,23.76491496
2002-07-01,22.04284779
2002-08-01,25.15532962
2002-09-01,31.04247027
2002-10-01,37.21201133
2002-11-01,46.10813277
2002-12-01,55.40979231
2003-01-01,47.86839326
2003-02-01,45.35932556
2003-03-01,24.68129694
2003-04-01,21.69583308
2003-05-01,26.74532728
2003-06-01,25.52286016
2003-07-01,26.03061423
2003-08-01,31.79005975
2003-09-01,31.21081375
2003-10-01,36.13728597
2003-11-01,52.68192013
2003-12-01,52.6503581
2004-01-01,51.05123205
2004-02-01,40.30313155
2004-03-01,26.94880512
2004-04-01,22.92529586
2004-05-01,24.98414012
2004-06-01,24.47817805
2004-07-01,25.27133391
2004-08-01,27.90135358
2004-09-01,33.90169502
2004-10-01,49.16667909
2004-11-01,67.5521509
2004-12-01,87.36621024
2005-01-01,89.26220375
2005-02-01,79.53740594
2005-03-01,30.82264242
2005-04-01,25.1258123
2005-05-01,26.87403714
2005-06-01,26.11750201
2005-07-01,24.23517897
2005-08-01,34.16932487
2005-09-01,31.05615227
2005-10-01,46.05640872
2005-11-01,46.55133503
2005-12-01,63.28927893
2006-01-01,51.42201878
2006-02-01,36.39476559
2006-03-01,29.71378609
2006-04-01,23.56044414
2006-05-01,23.75463546
2006-06-01,23.08904708
2006-07-01,24.16170972
2006-08-01,28.48994542
2006-09-01,31.93159033
2006-10-01,40.05775165
2006-11-01,49.19775344
2006-12-01,61.8167058
2007-01-01,51.46381366
2007-02-01,34.39393836
2007-03-01,25.63359476
2007-04-01,22.39672377
2007-05-01,25.52047353
2007-06-01,24.90869313
2007-07-01,23.95543746
2007-08-01,29.21456513
2007-09-01,31.36672713
2007-10-01,39.56065235
2007-11-01,52.16610301
2007-12-01,75.14511139
2008-01-01,62.47619021
2008-02-01,34.72538188
2008-03-01,23.20681768
2008-04-01,19.81716363
2008-05-01,26.5507123
2008-06-01,26.04222936
2008-07-01,24.93788208
2008-08-01,28.0008242
2008-09-01,34.43774606
2008-10-01,39.07747231
2008-11-01,45.52346417
2008-12-01,91.38952764
2009-01-01,50.82362764
2009-02-01,42.65924015
2009-03-01,23.64898434
2009-04-01,22.10814146
2009-05-01,29.02380901
2009-06-01,30.31537861
2009-07-01,27.70123002
2009-08-01,31.17374482
2009-09-01,35.40993147
2009-10-01,39.90914965
2009-11-01,48.79461291
2009-12-01,62.84586486
2010-01-01,91.33237856
2010-02-01,62.87488752
2010-03-01,27.91346417
2010-04-01,27.0079834
