Date,ResidenceTime_Days
2000-01-01,4386.850376
2000-02-01,3959.494358
2000-03-01,4529.936158
2000-04-01,1605.375511
2000-05-01,37.09161941
2000-06-01,36.44556367
2000-07-01,30.03755465
2000-08-01,64.61627001
2000-09-01,203.9956227
2000-10-01,163.844515
2000-11-01,1720.765943
2000-12-01,4247.36673
2001-01-01,3817.552851
2001-02-01,3238.537393
2001-03-01,4588.821037
2001-04-01,5066.794591
2001-05-01,31.52354175
2001-06-01,26.17921619
2001-07-01,27.89929012
2001-08-01,31.56630265
2001-09-01,22.98032074
2001-10-01,1582.397019
2001-11-01,3848.025345
2001-12-01,4021.843123
2002-01-01,128.0916907
2002-02-01,212.8396408
2002-03-01,373.307835
2002-04-01,85.74397924
2002-05-01,48.04205306
2002-06-01,26.86213431
2002-07-01,45.18921363
2002-08-01,52.52777315
2002-09-01,168.690935
2002-10-01,184.2744336
2002-11-01,3489.00271
2002-12-01,3822.151328
2003-01-01,3871.357705
2003-02-01,3723.89107
2003-03-01,4364.127737
2003-04-01,4925.577426
2003-05-01,2321.740507
2003-06-01,74.92731611
2003-07-01,77.60254131
2003-08-01,76.64870341
2003-09-01,131.2117555
2003-10-01,3798.84482
2003-11-01,3576.822969
2003-12-01,3882.249343
2004-01-01,3539.138526
2004-02-01,3885.020071
2004-03-01,2891.890628
2004-04-01,4851.136429
2004-05-01,423.4654338
2004-06-01,38.14533615
2004-07-01,33.75518391
2004-08-01,76.32906251
2004-09-01,133.5399192
2004-10-01,2098.939854
2004-11-01,3844.444911
2004-12-01,3757.037281
2005-01-01,2105.008303
2005-02-01,1277.988267
2005-03-01,3131.602866
2005-04-01,68.27787561
2005-05-01,37.24912394
2005-06-01,37.72341765
2005-07-01,30.44481177
2005-08-01,50.88380735
2005-09-01,29.42900703
2005-10-01,61.56416055
2005-11-01,153.2644247
2005-12-01,170.535715
2006-01-01,178.0522482
2006-02-01,2964.740353
2006-03-01,699.4146742
2006-04-01,31.75440056
2006-05-01,24.24751867
2006-06-01,21.06540407
2006-07-01,22.82729709
2006-08-01,28.82914671
2006-09-01,27.42735209
2006-10-01,50.14788306
2006-11-01,3610.889428
2006-12-01,4589.988662
2007-01-01,3975.648165
2007-02-01,3950.242275
2007-03-01,122.4809499
2007-04-01,54.67830234
2007-05-01,51.94414958
2007-06-01,25.55860234
2007-07-01,22.76770066
2007-08-01,25.54324341
2007-09-01,29.35047398
2007-10-01,752.8447158
2007-11-01,3250.591856
2007-12-01,1358.682939
2008-01-01,2701.464
2008-02-01,1860.968916
2008-03-01,2300.185754
2008-04-01,33.3050998
2008-05-01,47.37840326
2008-06-01,58.21594487
2008-07-01,37.85176175
2008-08-01,28.26003767
2008-09-01,61.85525801
2008-10-01,4144.961685
2008-11-01,4125.880926
2008-12-01,756.2079185
2009-01-01,146.9651549
2009-02-01,40.34258163
2009-03-01,24.62693238
2009-04-01,29.89713261
2009-05-01,58.48586212
2009-06-01,29.40928898
2009-07-01,21.52047653
2009-08-01,21.43943516
2009-09-01,26.81343718
2009-10-01,2075.000623
2009-11-01,2181.217912
2009-12-01,162.227887
2010-01-01,130.807095
2010-02-01,59.7818826
2010-03-01,9.404280139
2010-04-01,13.13134123
2010-05-01,22.23268554
2010-06-01,43.81173907
2010-07-01,43.52562816
2010-08-01,47.78023143
2010-09-01,27.56479209
2010-10-01,42.65060488
2010-11-01,2685.507212
2010-12-01,2927.637785
2011-01-01,3773.871817
2011-02-01,3610.628265
2011-03-01,5990.066363
2011-04-01,5310.342799
2011-05-01,289.072308
2011-06-01,22.07042043
2011-07-01,20.9826619
2011-08-01,20.66810407
2011-09-01,24.03872589
2011-10-01,33.07871823
2011-11-01,1055.316221
2011-12-01,3720.476389
2012-01-01,3826.879719
2012-02-01,2993.600929
2012-03-01,46.41387608
2012-04-01,33.29340472
2012-05-01,27.26026719
2012-06-01,26.70429202
2012-07-01,28.84458834
2012-08-01,34.34730095
2012-09-01,34.88847971
2012-10-01,39.66529024
2012-11-01,448.1100133
2012-12-01,107.4367564
2013-01-01,911.2515121
2013-02-01,214.4691457
2013-03-01,318.9505584
2013-04-01,343.2581065
2013-05-01,150.7757518
2013-06-01,28.60097115
2013-07-01,30.6878536
2013-08-01,35.67865119
2013-09-01,89.321853
2013-10-01,2406.495806
2013-11-01,3821.967412
2013-12-01,4378.779912
2014-01-01,4454.184493
2014-02-01,4619.930899
2014-03-01,4905.221237
2014-04-01,1909.748095
2014-05-01,59.28641743
2014-06-01,32.84151363
2014-07-01,35.34181939
2014-08-01,40.4412965
2014-09-01,101.6201838
2014-10-01,3991.351178
2014-11-01,4055.683728
2014-12-01,4003.585657
2015-01-01,4074.264311
2015-02-01,4045.261959
2015-03-01,4101.379293
2015-04-01,3728.93897
2015-05-01,72.09498567
2015-06-01,48.77593613
2015-07-01,39.52441957
2015-08-01,41.28771834
2015-09-01,58.45684558
2015-10-01,1431.910144
2015-11-01,3756.106956
2015-12-01,3512.821544
2016-01-01,1395.967284
2016-02-01,4470.775331
2016-03-01,3778.307296
2016-04-01,45.46962023
2016-05-01,43.1822411
2016-06-01,33.25457286
2016-07-01,34.68998362
2016-08-01,43.35633304
2016-09-01,42.29425839
2016-10-01,882.427854
2016-11-01,3085.165679
2016-12-01,2584.908256
2017-01-01,3317.487938
2017-02-01,4116.622077
2017-03-01,3513.503563
2017-04-01,3226.46213
2017-05-01,61.26526304
2017-06-01,58.18250553
2017-07-01,47.69673143
2017-08-01,42.48625334
2017-09-01,33.40329214
2017-10-01,554.1159799
2017-11-01,4636.957218
2017-12-01,3760.436877
2018-01-01,3882.031677
2018-02-01,3958.337586
2018-03-01,2467.815858
2018-04-01,48.00754431
2018-05-01,35.22988194
2018-06-01,29.54730802
2018-07-01,27.68268838
2018-08-01,45.44730739
2018-09-01,42.92685312
2018-10-01,929.2710044
2018-11-01,4256.083015
2018-12-01,3367.453343
2019-01-01,3414.266949
2019-02-01,3208.312158
2019-03-01,3478.169764
2019-04-01,4159.271506
2019-05-01,985.9151522
2019-06-01,65.42263238
2019-07-01,38.40388552
2019-08-01,26.23159328
2019-09-01,43.03629193
2019-10-01,1299.389451
2019-11-01,1161.618682
2019-12-01,1649.606971
2020-01-01,2435.430105
2020-02-01,1923.722163
2020-03-01,367.7564885
2020-04-01,72.69314847
2020-05-01,54.64227263
2020-06-01,51.31432848
2020-07-01,65.22450093
2020-08-01,29.64353211
2020-09-01,31.67821586
2020-10-01,1638.148931
2020-11-01,1063.414868
2020-12-01,2333.483632
