Start Date, End Date, Duration, Start Elevation, Min Elevation, Percent Difference, Rate of Change, Drawdown
7/6/1997,8/11/1997,37,2075.37,2065.22,-0.004890694,-0.298529412,-10.15
8/14/1997,9/23/1997,41,2064.99,2039.63,-0.012280931,-0.667368421,-25.36
7/13/1998,7/25/1998,13,2075.17,2071.21,-0.001908277,-0.36,-3.96
8/9/1998,9/23/1998,46,2070.28,2042.06,-0.013631006,-0.671904762,-28.22
7/22/1999,8/12/1999,22,2071.87,2067.13,-0.002287788,-0.249473684,-4.74
8/17/1999,8/30/1999,14,2067.72,2065.3,-0.001170371,-0.22,-2.42
6/19/2000,7/5/2000,17,2075.29,2071.77,-0.001696148,-0.251428571,-3.52
7/9/2000,7/21/2000,13,2071.8,2069.11,-0.001298388,-0.244545455,-2.69
8/7/2000,8/20/2000,14,2072.98,2069.68,-0.001591911,-0.3,-3.3
9/5/2000,9/13/2000,9,2070.35,2069.12,-0.000594102,-0.246,-1.23
7/18/2001,9/9/2001,54,2073.23,2058.72,-0.006998741,-0.273773585,-14.51
6/25/2002,9/12/2002,80,2075.39,2040.05,-0.017028125,-0.458961039,-35.34
6/23/2003,9/10/2003,51,2076.08,2046.72,-0.014142037,-0.599183673,-29.36
7/19/2004,9/11/2004,55,2075.61,2044.65,-0.014916097,-0.584150943,-30.96
7/5/2005,8/14/2005,41,2075.31,2057.71,-0.008480661,-0.463157895,-17.6
8/16/2005,9/16/2005,32,2057.75,2048.71,-0.004393148,-0.311724138,-9.04
10/25/2005,11/26/2005,33,2049.43,2048.55,-0.000429388,-0.0275,-0.88
6/27/2006,8/5/2006,40,2072.18,2060.82,-0.005482149,-0.298947368,-11.36
8/21/2006,9/16/2006,27,2063.16,2051.38,-0.005709688,-0.490833333,-11.78
7/2/2007,9/19/2007,80,2074.82,2049.15,-0.012372158,-0.333376623,-25.67
7/10/2008,7/19/2008,10,2074.98,2073.24,-0.000838562,-0.29,-1.74
7/22/2008,9/9/2008,50,2073.21,2048.96,-0.011696837,-0.505208333,-24.25
7/7/2009,7/19/2009,13,2073.95,2070.99,-0.001427228,-0.328888889,-2.96
7/21/2009,8/9/2009,20,2070.99,2066.24,-0.002293589,-0.296875,-4.75
8/13/2009,9/24/2009,43,2066.41,2047.41,-0.00919469,-0.463414634,-19
7/27/2010,9/14/2010,50,2073.56,2049.04,-0.011825074,-0.521702128,-24.52
7/19/2011,8/13/2011,26,2073.4,2064.82,-0.004138131,-0.373043478,-8.58
8/22/2011,9/17/2011,27,2065.95,2048.07,-0.008654614,-0.777391304,-17.88
6/17/2012,8/7/2012,52,2069.38,2042.92,-0.012786438,-0.54,-26.46
8/13/2012,9/16/2012,35,2048.01,2040.9,-0.003471663,-0.209117647,-7.11
7/3/2013,7/27/2013,25,2075.67,2068.74,-0.003338681,-0.301304348,-6.93
8/11/2013,10/1/2013,52,2069.12,2048.66,-0.009888262,-0.4092,-20.46
7/17/2014,8/10/2014,25,2075.75,2068.67,-0.003410815,-0.321818182,-7.08
8/17/2014,9/18/2014,33,2069.22,2049.25,-0.00965098,-0.665666667,-19.97
7/6/2015,7/19/2015,14,2075.64,2072.99,-0.001276715,-0.240909091,-2.65
7/22/2015,8/2/2015,12,2073.52,2070.01,-0.001692774,-0.39,-3.51
8/11/2015,9/17/2015,38,2071.32,2048.71,-0.010915745,-0.665,-22.61
7/10/2016,8/1/2016,23,2076.2,2071.51,-0.002258935,-0.213181818,-4.69
8/8/2016,9/14/2016,29,2072.26,2058.09,-0.006837945,-0.524814815,-14.17
1/28/2017,3/23/2017,37,2056.81,2055.79,-0.000495914,-0.029142857,-1.02
6/14/2017,6/18/2017,5,2076.11,2075.22,-0.000428686,-0.89,-0.89
7/6/2017,7/29/2017,24,2075.68,2070.06,-0.002707546,-0.267619048,-5.62
8/2/2017,9/18/2017,48,2070.06,2055.26,-0.007149551,-0.328888889,-14.8
8/1/2018,9/19/2018,50,2074.5,2055.25,-0.009279344,-0.409574468,-19.25
10/19/2018,10/23/2018,5,2056.47,2056.14,-0.000160469,-0.165,-0.33
11/5/2018,11/13/2018,9,2056.14,2055.45,-0.00033558,-0.1725,-0.69
11/18/2018,11/26/2018,9,2055.87,2055.49,-0.000184837,-0.0475,-0.38
4/18/2019,4/26/2019,9,2055.81,2054.98,-0.000403734,-0.276666667,-0.83
4/29/2019,5/9/2019,11,2055.65,2055.14,-0.000248097,-0.056666667,-0.51
7/29/2019,9/24/2019,58,2075.53,2055.28,-0.009756544,-0.355263158,-20.25
10/18/2019,10/27/2019,10,2055.36,2054.67,-0.000335708,-0.076666667,-0.69
7/5/2020,7/9/2020,9,2070.35,2069.48,-0.000420219,-0.124285714,-0.87
7/16/2020,7/20/2020,9,2070.74,2069.84,-0.000434627,-0.128571429,-0.9
8/5/2020,9/18/2020,87,2070.32,2055,-0.007399822,-0.184578313,-15.32
