Start Date, End Date, Duration, Start Elevation, Min Elevation, Percent Difference, Rate of Change, Drawdown
2/21/97,2/27/97,7,642.32,641.69,-0.0009808195292066188,-0.15749999999999886,-0.6299999999999955
4/21/97,4/29/97,9,644.47,643.4,-0.0016602789889367232,-0.17833333333334167,-1.07000000000005
5/2/97,5/10/97,9,643.96,643.37,-0.0009162059755264796,-0.11800000000000636,-0.5900000000000318
5/16/97,5/24/97,9,643.88,643.31,-0.0008852581226316239,-0.07125000000000625,-0.57000000000005
5/30/97,6/10/97,12,644.94,643.32,-0.0025118615685180085,-0.1800000000000005,-1.6200000000000045
6/20/97,7/2/97,13,644.72,643.16,-0.002419655044050222,-0.1560000000000059,-1.5600000000000591
7/3/97,7/8/97,6,643.34,642.35,-0.0015388441570553814,-0.330000000000003,-0.9900000000000091
7/11/97,7/22/97,12,643.13,640.95,-0.00338967238349937,-0.24222222222221668,-2.17999999999995
8/1/97,8/13/97,13,642.75,641.06,-0.0026293271100739863,-0.16900000000000545,-1.6900000000000546
8/22/97,9/4/97,14,641.71,640.48,-0.001916753673777903,-0.09461538461538602,-1.2300000000000182
9/16/97,9/24/97,9,641.48,640.01,-0.0022915757311218234,-0.2940000000000055,-1.4700000000000273
10/3/97,11/6/97,35,642.88,634.4,-0.013190642110502766,-0.27354838709677476,-8.480000000000018
11/7/97,11/12/97,6,634.62,633.9,-0.0011345372033658367,-0.36000000000001364,-0.7200000000000273
11/26/97,11/30/97,5,635.05,634.48,-0.0008975671206990574,-0.18999999999997877,-0.5699999999999363
12/30/97,1/5/98,7,643.17,642.2,-0.001508154920160943,-0.19399999999998271,-0.9699999999999136
1/16/98,2/4/98,20,644.353,641.94,-0.0037448417249549507,-0.1419411764705822,-2.4129999999998972
2/12/98,2/18/98,7,642.396,641.509,-0.0013807682488682115,-0.29566666666664787,-0.8869999999999436
2/20/98,3/1/98,10,642.489,641.243,-0.0019393328134800453,-0.13844444444444232,-1.245999999999981
3/14/98,3/25/98,12,642.684,641.415,-0.0019745318072334236,-0.1410000000000006,-1.2690000000000055
4/24/98,5/12/98,19,644.577,640.924,-0.005667282574463594,-0.22831250000000125,-3.65300000000002
5/29/98,6/10/98,13,645.606,643.395,-0.003424689361623053,-0.20100000000000115,-2.2110000000000127
6/16/98,6/24/98,9,644.306,642.663,-0.0025500305755340306,-0.2738333333333382,-1.643000000000029
