Month,ResidenceTime_days
2007-01-01,1960.17
2007-02-01,4052.54
2007-03-01,2407.71
2007-04-01,3884.43
2007-05-01,3249.15
2007-06-01,3113.04
2007-07-01,2955.09
2007-08-01,3220.97
2007-09-01,242.63
2007-10-01,1073.94
2007-11-01,1115.99
2007-12-01,1405.23
2008-01-01,4334.00
2008-02-01,4668.46
2008-03-01,4767.04
2008-04-01,4201.46
2008-05-01,3579.75
2008-06-01,3646.62
2008-07-01,3518.46
2008-08-01,2934.06
2008-09-01,2704.82
2008-10-01,1449.34
2008-11-01,1540.06
2008-12-01,4212.97
2009-01-01,4655.97
2009-02-01,5736.29
2009-03-01,7101.18
2009-04-01,8716.48
2009-05-01,5610.71
2009-06-01,1687.37
2009-07-01,5230.39
2009-08-01,1397.68
2009-09-01,6223.36
2009-10-01,6184.26
2009-11-01,3302.17
2009-12-01,3210.99
2010-01-01,2975.64
2010-02-01,11952.98
2010-03-01,12417.36
2010-04-01,26505.36
2010-05-01,23854.63
2010-06-01,15571.40
2010-07-01,3282.43
2010-08-01,650.52
2010-09-01,9538.51
2010-10-01,4318.51
2010-11-01,4309.54
2010-12-01,4333.90
2011-01-01,14815.74
2011-02-01,18710.16
2011-03-01,9828.29
2011-04-01,151.94
2011-05-01,101.40
2011-06-01,239.36
2011-07-01,11784.83
2011-08-01,10480.47
2011-09-01,2565.29
2011-10-01,3916.47
2011-11-01,4037.52
2011-12-01,6374.78
2012-01-01,8341.139244
2012-02-01,10863.85738
2012-03-01,5718.627606
2012-04-01,9434.470329
2012-05-01,7152.398745
2012-06-01,848.4086984
2012-07-01,536.6555545
2012-08-01,420.5456042
2012-09-01,1810.877882
2012-10-01,2496.532487
2012-11-01,2508.67446
2012-12-01,4154.044099
2013-01-01,5265.196721
2013-02-01,5074.519309
2013-03-01,5659.997665
2013-04-01,4589.707228
2013-05-01,2134.248857
2013-06-01,694.9048374
2013-07-01,353.2584918
2013-08-01,281.7379836
2013-09-01,818.1364763
2013-10-01,1630.883187
2013-11-01,3378.431834
2013-12-01,3459.533073
2014-01-01,3295.297291
2014-02-01,4225.956664
2014-03-01,7632.59574
2014-04-01,5791.540985
2014-05-01,6266.411139
2014-06-01,3881.543096
2014-07-01,561.9531562
2014-08-01,3147.387477
2014-09-01,3668.164929
2014-10-01,3626.293512
2014-11-01,1992.339797
2014-12-01,3248.066338
2015-01-01,5378.884534
2015-02-01,5104.151731
2015-03-01,5759.759131
2015-04-01,2984.341888
2015-05-01,8064.969377
2015-06-01,2036.177104
2015-07-01,1276.940571
2015-08-01,333.6292905
2015-09-01,1211.629351
2015-10-01,1665.235547
2015-11-01,1729.182122
2015-12-01,1972.661898
2016-01-01,9389.480505
2016-02-01,8633.91022
2016-03-01,17354.90784
2016-04-01,12756.65912
2016-05-01,13870.82445
2016-06-01,3301.831478
2016-07-01,672.1147792
2016-08-01,586.4275297
2016-09-01,1463.193015
2016-10-01,3391.087614
2016-11-01,3441.552323
2016-12-01,7498.20507
2017-01-01,17021.64887
2017-02-01,18086.59068
2017-03-01,124.1700605
2017-04-01,136.2656127
2017-05-01,12334.13278
2017-06-01,7629.222758
2017-07-01,941.4372984
2017-08-01,748.8337711
2017-09-01,4008.036214
2017-10-01,3539.6693
2017-11-01,3679.117408
2017-12-01,4051.384646
2018-01-01,9286.712583
2018-02-01,10865.31998
2018-03-01,12017.67116
2018-04-01,10768.83936
2018-05-01,1777.148819
2018-06-01,634.4280663
2018-07-01,734.33141
2018-08-01,609.3639783
2018-09-01,582.544149
2018-10-01,2965.004477
2018-11-01,2870.523156
2018-12-01,2979.78241
2019-01-01,6899.761109
2019-02-01,13649.50875
2019-03-01,27846.05251
2019-04-01,12335.24109
2019-05-01,5297.591244
2019-06-01,11901.32001
2019-07-01,3468.06104
2019-08-01,664.639252
2019-09-01,5148.315651
2019-10-01,7586.5559
2019-11-01,4491.930034
2019-12-01,4659.803361
2020-01-01,12701.11335
2020-02-01,17884.43295
2020-03-01,14343.4374
2020-04-01,9477.208749
2020-05-01,3247.618581
2020-06-01,921.1245609
2020-07-01,711.410188
2020-08-01,548.6854868
2020-09-01,701.7284989
2020-10-01,2849.296925
2020-11-01,3038.755769
2020-12-01,3179.496757
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
