Month,ResidenceTime_days
2000-01-01,88.63705699
2000-02-01,169.0234972
2000-03-01,263.0490423
2000-04-01,282.9559008
2000-05-01,350.1448037
2000-06-01,364.2859384
2000-07-01,305.5587579
2000-08-01,291.233099
2000-09-01,376.6420025
2000-10-01,403.236904
2000-11-01,140.1334186
2000-12-01,101.0140127
2001-01-01,239.9549002
2001-02-01,175.5184266
2001-03-01,281.815518
2001-04-01,123.2602714
2001-05-01,656.8328277
2001-06-01,660.9311363
2001-07-01,608.3431277
2001-08-01,666.0050214
2001-09-01,681.9943568
2001-10-01,295.2967287
2001-11-01,44.51902882
2001-12-01,57.74712859
2002-01-01,336.3422542
2002-02-01,386.4658378
2002-03-01,387.2929027
2002-04-01,418.7049467
2002-05-01,408.5639325
2002-06-01,314.9635537
2002-07-01,350.6750486
2002-08-01,343.5356807
2002-09-01,369.0966817
2002-10-01,228.182861
2002-11-01,98.6393088
2002-12-01,150.9865819
2003-01-01,133.7819874
2003-02-01,206.1348758
2003-03-01,233.3301981
2003-04-01,203.8857929
2003-05-01,317.7825077
2003-06-01,239.9978387
2003-07-01,206.04324
2003-08-01,318.1624823
2003-09-01,570.1360556
2003-10-01,169.2016922
2003-11-01,224.0630056
2003-12-01,313.1741335
2004-01-01,344.5816089
2004-02-01,207.2214225
2004-03-01,437.9027958
2004-04-01,215.2120683
2004-05-01,429.9098693
2004-06-01,481.2459939
2004-07-01,541.388962
2004-08-01,650.9721158
2004-09-01,666.9528493
2004-10-01,364.9914611
2004-11-01,363.232532
2004-12-01,149.002231
2005-01-01,23.08243636
2005-02-01,24.90989354
2005-03-01,59.3319368
2005-04-01,312.0965854
2005-05-01,128.5593209
2005-06-01,96.69609401
2005-07-01,86.53211049
2005-08-01,171.9026068
2005-09-01,304.6059333
2005-10-01,281.4223932
2005-11-01,351.8026295
2005-12-01,277.5618454
2006-01-01,310.2701253
2006-02-01,97.78493691
2006-03-01,472.0089122
2006-04-01,712.0418233
2006-05-01,671.8119513
2006-06-01,627.9936731
2006-07-01,629.3296567
2006-08-01,696.1955079
2006-09-01,676.7393909
2006-10-01,165.6454756
2006-11-01,73.57397953
2006-12-01,71.14244302
2007-01-01,118.6325458
2007-02-01,118.4711577
2007-03-01,358.6994697
2007-04-01,337.7254575
2007-05-01,326.2341852
2007-06-01,352.8596172
2007-07-01,350.8546514
2007-08-01,414.6960162
2007-09-01,480.3305158
2007-10-01,302.8264391
2007-11-01,168.4030105
2007-12-01,348.1444324
2008-01-01,193.8362978
2008-02-01,51.75118039
2008-03-01,81.69033663
2008-04-01,291.98246
2008-05-01,138.8566786
2008-06-01,79.9028492
2008-07-01,192.0876124
2008-08-01,444.6944365
2008-09-01,648.5568828
2008-10-01,59.00122332
2008-11-01,83.70829276
2008-12-01,353.2248034
2009-01-01,529.3090959
2009-02-01,621.3124859
2009-03-01,721.1962058
2009-04-01,614.22842
2009-05-01,110.3972782
2009-06-01,469.3759756
2009-07-01,738.9536838
2009-08-01,709.704659
2009-09-01,470.6648303
2009-10-01,65.03412204
2009-11-01,241.8112101
2009-12-01,282.4586351
2010-01-01,386.2338812
2010-02-01,169.8509885
2010-03-01,40.13059716
2010-04-01,190.7794762
2010-05-01,457.2404967
2010-06-01,110.4788222
2010-07-01,92.23166468
2010-08-01,120.4749529
2010-09-01,360.3983758
2010-10-01,506.9063234
2010-11-01,114.9011601
2010-12-01,150.8420896
2011-01-01,216.5092458
2011-02-01,136.5777825
2011-03-01,86.48610007
2011-04-01,45.95939993
2011-05-01,335.3177813
2011-06-01,327.9453936
2011-07-01,292.1698404
2011-08-01,333.2132938
2011-09-01,334.4799003
2011-10-01,359.7351612
2011-11-01,219.7926965
2011-12-01,117.8600562
2012-01-01,104.6869465
2012-02-01,131.4758528
2012-03-01,311.8262604
2012-04-01,363.5461241
2012-05-01,412.7664436
2012-06-01,396.1539019
2012-07-01,373.1803976
2012-08-01,366.4242981
2012-09-01,394.296988
2012-10-01,412.3095922
2012-11-01,314.5443912
2012-12-01,469.8948313
2013-01-01,569.9503065
2013-02-01,606.940319
2013-03-01,410.2373268
2013-04-01,152.6482879
2013-05-01,286.9368715
2013-06-01,503.5473099
2013-07-01,725.0792576
2013-08-01,623.5394947
2013-09-01,339.8991902
2013-10-01,147.1212818
2013-11-01,151.0061423
2013-12-01,262.1804247
2014-01-01,345.4784415
2014-02-01,160.1106375
2014-03-01,179.7994119
2014-04-01,187.2339368
2014-05-01,436.1765324
2014-06-01,456.7990275
2014-07-01,544.751182
2014-08-01,605.4691984
2014-09-01,635.0413461
2014-10-01,216.0009681
2014-11-01,136.1578094
2014-12-01,198.4847891
2015-01-01,221.699535
2015-02-01,276.4565756
2015-03-01,210.2130784
2015-04-01,116.7437964
2015-05-01,384.2867672
2015-06-01,512.0982013
2015-07-01,485.4287648
2015-08-01,466.4684861
2015-09-01,430.5451189
2015-10-01,274.2470632
2015-11-01,102.4148499
2015-12-01,140.600475
2016-01-01,211.3878642
2016-02-01,74.80078334
2016-03-01,70.00753666
2016-04-01,399.4176569
2016-05-01,438.529973
2016-06-01,518.238663
2016-07-01,584.4734033
2016-08-01,603.6384419
2016-09-01,620.0530893
2016-10-01,378.7279599
2016-11-01,103.2844482
2016-12-01,208.4074128
