Start Date, End Date, Duration, Start Elevation, Min Elevation, Percent Difference, Rate of Change, Drawdown
7/8/1997,8/13/1997,36,2243.27,2237.21,-0.002701414,-0.173142857,-6.06
7/18/1998,10/1/1998,75,2243.05,2234.78,-0.003686944,-0.111756757,-8.27
1/29/1999,4/29/1999,90,2241.3,2224.85,-0.00733949,-0.186931818,-16.45
1/26/2000,5/18/2000,113,2243.51,2227.22,-0.007260944,-0.146756757,-16.29
1/23/2001,4/8/2001,75,2244.02,2230.24,-0.006140765,-0.188767123,-13.78
1/21/2002,4/25/2002,94,2243.91,2225.79,-0.00807519,-0.199120879,-18.12
2/5/2003,4/17/2003,71,2242.64,2223.67,-0.008458781,-0.274927536,-18.97
2/13/2004,4/16/2004,63,2240.85,2229.56,-0.005038267,-0.179206349,-11.29
12/26/2004,3/11/2005,75,2243.15,2229.64,-0.00602278,-0.180133333,-13.51
12/14/2005,2/24/2006,72,2243.3,2230.42,-0.005741541,-0.184,-12.88
8/14/2006,8/23/2006,9,2242.71,2242.33,-0.000169438,-0.054285714,-0.38
12/7/2006,2/19/2007,74,2242.57,2233.28,-0.004142569,-0.129027778,-9.29
12/23/2007,2/21/2008,60,2240.64,2231.49,-0.004083655,-0.160526316,-9.15
12/13/2008,2/23/2009,72,2241.83,2233.89,-0.003541749,-0.111830986,-7.94
11/17/2009,11/30/2009,13,2245.92,2243.46,-0.00109532,-0.246,-2.46
12/24/2009,2/23/2010,61,2241.39,2227.37,-0.006255047,-0.241724138,-14.02
12/20/2010,2/18/2011,60,2242.31,2232.18,-0.004517663,-0.177719298,-10.13
11/23/2011,3/6/2012,104,2241.55,2221.03,-0.00915438,-0.203168317,-20.52
8/4/2012,8/8/2012,4,2243.74,2243.15,-0.000262954,-0.295,-0.59
8/9/2012,8/14/2012,5,2243.85,2243.25,-0.000267398,-0.15,-0.6
9/8/2012,9/16/2012,8,2244.19,2243.65,-0.000240621,-0.0675,-0.54
10/4/2012,10/18/2012,14,2244.04,2243.31,-0.000325306,-0.052142857,-0.73
12/3/2012,2/24/2013,83,2243.53,2229.93,-0.006061876,-0.165853659,-13.6
12/22/2013,2/16/2014,56,2242.2,2235.39,-0.003037196,-0.126111111,-6.81
12/9/2014,2/14/2015,67,2242.44,2231.02,-0.005092667,-0.173030303,-11.42
12/13/2015,2/23/2016,72,2242.39,2232,-0.004633449,-0.148428571,-10.39
11/30/2016,12/21/2016,21,2243.16,2234.3,-0.003949785,-0.492222222,-8.86
1/7/2017,1/21/2017,14,2233.86,2232.11,-0.000783397,-0.159090909,-1.75
7/22/2018,8/1/2018,10,2242.82,2241.87,-0.000423574,-0.095,-0.95
12/11/2018,12/20/2018,9,2242.39,2241.11,-0.00057082,-0.16,-1.28
12/27/2018,1/8/2019,12,2240.56,2237.9,-0.001187203,-0.241818182,-2.66
1/13/2019,2/8/2019,26,2238.28,2233.79,-0.002006005,-0.187083333,-4.49
10/26/2019,1/13/2020,79,2243.84,2232.16,-0.005205362,-0.151688312,-11.68
6/9/2020,6/17/2020,8,2243.4,2240.02,-0.001506642,-3.38,-3.38
8/24/2020,9/17/2020,24,2244.08,2232.16,-0.005311754,-0.541818182,-11.92
2/12/2021,2/20/2021,8,2243.4,2240.02,-0.001506642,-3.38,-3.38
