Date,Elevation (ft)
3/12/16,9970.45
3/13/16,9970.49
3/14/16,9970.52
3/15/16,9970.6
3/16/16,9970.67
3/17/16,9970.73
3/18/16,9970.77
3/19/16,9970.84
3/20/16,9970.92
3/21/16,9971.02
3/22/16,9971.12
3/23/16,9971.22
3/24/16,9971.29
3/25/16,9971.36
3/26/16,9971.45
3/27/16,9971.51
3/28/16,9971.55
3/29/16,9971.64
3/30/16,9971.71
3/31/16,9971.76
4/1/16,9971.79
4/2/16,9971.83
4/3/16,9971.87
4/4/16,9971.93
4/5/16,9971.96
4/6/16,9972.04
4/7/16,9972.14
4/8/16,9972.19
4/9/16,9972.2
4/10/16,9972.14
4/11/16,9972.12
4/12/16,9972.07
4/13/16,9972.02
4/14/16,9972.04
4/15/16,9972.12
4/16/16,9972.2
4/17/16,9972.19
4/18/16,9972.15
4/19/16,9972
4/20/16,9971.88
4/21/16,9971.88
4/22/16,9971.93
4/23/16,9972.03
4/24/16,9971.98
4/25/16,9971.94
4/26/16,9971.94
4/27/16,9971.89
4/28/16,9971.93
4/29/16,9971.89
4/30/16,9971.86
5/1/16,9971.85
5/2/16,9971.79
5/3/16,9971.73
5/4/16,9971.8
5/5/16,9971.94
5/6/16,9972
5/7/16,9971.94
5/8/16,9971.78
5/9/16,9971.82
5/10/16,9971.91
5/11/16,9971.94
5/12/16,9971.87
5/13/16,9971.93
5/14/16,9972.34
5/15/16,9972.74
5/16/16,9972.66
5/17/16,9972.19
5/18/16,9971.84
5/19/16,9971.72
5/20/16,9971.83
5/21/16,9972.35
5/22/16,9972.7
5/23/16,9972.73
5/24/16,9972.69
5/25/16,9972.63
5/26/16,9972.44
5/27/16,9972.03
5/28/16,9971.84
5/29/16,9971.98
5/30/16,9972.35
5/31/16,9972.79
6/1/16,9973.16
6/2/16,9973.42
6/3/16,9974.6
6/4/16,9976.31
6/5/16,9978.42
6/6/16,9980.91
6/7/16,9983.54
6/8/16,9985.97
6/9/16,9988.09
6/10/16,9989.78
6/11/16,9991.12
6/12/16,9992.66
6/13/16,9993.8
6/14/16,9994.4
6/15/16,9995.12
6/16/16,9995.89
6/17/16,9996.52
6/18/16,9996.96
6/19/16,9997.39
6/20/16,9997.62
6/21/16,9997.72
6/22/16,9997.71
6/23/16,9997.67
6/24/16,9997.61
6/25/16,9997.48
6/26/16,9997.39
6/27/16,9997.25
6/28/16,9997.25
6/29/16,9997.14
6/30/16,9997.02
7/1/16,9996.9
7/2/16,9996.68
7/3/16,9996.36
7/4/16,9996.07
7/5/16,9995.81
7/6/16,9995.65
7/7/16,9995.47
7/8/16,9995.22
7/9/16,9994.95
7/10/16,9994.65
7/11/16,9994.49
7/12/16,9994.3
7/13/16,9994.06
7/14/16,9993.83
7/15/16,9993.6
7/16/16,9993.41
7/17/16,9993.21
7/18/16,9992.89
7/19/16,9992.5
7/20/16,9992.1
7/21/16,9991.76
7/22/16,9991.51
7/23/16,9991.15
7/24/16,9990.75
7/25/16,9990.32
7/26/16,9989.9
7/27/16,9989.48
7/28/16,9989.03
7/29/16,9988.65
7/30/16,9988.36
7/31/16,9988.01
8/1/16,9987.68
8/2/16,9987.38
8/3/16,9987.08
8/4/16,9986.83
8/5/16,9986.92
8/6/16,9987.03
8/7/16,9987.03
8/8/16,9986.98
8/9/16,9986.85
8/10/16,9986.78
8/11/16,9986.71
8/12/16,9986.46
8/13/16,9986.21
8/14/16,9986.07
8/15/16,9985.88
8/16/16,9985.72
8/17/16,9985.61
8/18/16,9985.53
8/19/16,9985.51
8/20/16,9985.43
8/21/16,9985.37
8/22/16,9985.36
8/23/16,9985.41
8/24/16,9985.42
8/25/16,9985.4
8/26/16,9985.37
8/27/16,9985.33
8/28/16,9985.32
8/29/16,9985.28
8/30/16,9985.15
8/31/16,9984.87
9/1/16,9984.55
9/2/16,9984.39
9/3/16,9984.28
9/4/16,9984.1
9/5/16,9983.85
