Start Date, End Date, Duration, Start Elevation, End Elevation, Percent Difference
1/1/00,1/13/00,13,1742.0,1742.0,0.0
1/14/00,2/1/00,19,1743.0,1740.0,-0.0017211703958691911
2/2/00,2/24/00,23,1741.0,1739.0,-0.0011487650775416428
2/25/00,3/2/00,7,1740.0,1740.0,0.0
3/18/00,3/25/00,8,1746.0,1745.0,-0.000572737686139748
4/3/00,4/11/00,9,1749.0,1748.0,-0.0005717552887364208
4/20/00,5/5/00,16,1751.0,1751.0,0.0
5/9/00,8/18/00,102,1752.0,1738.0,-0.007990867579908675
9/14/00,10/22/00,39,1751.0,1751.0,0.0
10/23/00,12/4/00,43,1752.0,1742.0,-0.005707762557077625
1/4/01,1/9/01,6,1756.0,1756.0,0.0
1/29/01,2/15/01,18,1768.0,1766.0,-0.0011312217194570137
3/23/01,3/28/01,6,1784.0,1784.0,0.0
3/29/01,4/7/01,10,1785.0,1785.0,0.0
4/16/01,4/29/01,14,1788.0,1788.0,0.0
5/5/01,5/24/01,20,1791.0,1791.0,0.0
5/25/01,7/18/01,55,1792.0,1789.0,-0.0016741071428571428
7/19/01,8/7/01,20,1790.0,1789.0,-0.0005586592178770949
8/8/01,8/16/01,9,1790.0,1790.0,0.0
8/20/01,9/17/01,29,1792.0,1791.0,-0.0005580357142857143
9/18/01,1/1/02,106,1792.0,1740.0,-0.029017857142857144
1/10/02,1/14/02,5,1743.0,1743.0,0.0
1/23/02,1/27/02,5,1746.0,1746.0,0.0
1/28/02,2/1/02,5,1747.0,1747.0,0.0
2/6/02,2/10/02,5,1749.0,1749.0,0.0
2/11/02,2/15/02,5,1750.0,1750.0,0.0
2/18/02,2/25/02,8,1752.0,1751.0,-0.0005707762557077625
2/26/02,3/6/02,9,1752.0,1752.0,0.0
3/7/02,3/13/02,7,1753.0,1753.0,0.0
3/14/02,3/24/02,11,1754.0,1754.0,0.0
3/25/02,4/3/02,10,1755.0,1755.0,0.0
4/4/02,4/12/02,9,1756.0,1756.0,0.0
4/13/02,9/10/02,151,1757.0,1745.0,-0.006829823562891292
9/16/02,9/20/02,5,1750.0,1750.0,0.0
9/21/02,12/6/02,77,1751.0,1741.0,-0.0057110222729868645
12/7/02,12/25/02,19,1742.0,1741.0,-0.000574052812858783
12/26/02,1/12/03,18,1742.0,1741.0,-0.000574052812858783
1/13/03,2/14/03,33,1742.0,1741.0,-0.000574052812858783
2/18/03,2/25/03,8,1746.0,1746.0,0.0
4/5/03,5/28/03,54,1794.0,1788.0,-0.0033444816053511705
5/29/03,6/3/03,6,1789.0,1789.0,0.0
6/4/03,6/19/03,16,1790.0,1790.0,0.0
6/20/03,8/29/03,71,1791.0,1779.0,-0.006700167504187605
8/30/03,9/6/03,8,1780.0,1780.0,0.0
9/7/03,9/12/03,6,1781.0,1781.0,0.0
9/13/03,11/13/03,62,1782.0,1771.0,-0.006172839506172839
11/14/03,3/5/04,113,1772.0,1760.0,-0.006772009029345372
3/6/04,3/12/04,7,1761.0,1761.0,0.0
3/13/04,3/19/04,7,1762.0,1762.0,0.0
3/20/04,4/13/04,25,1763.0,1763.0,0.0
4/22/04,6/24/04,64,1766.0,1764.0,-0.0011325028312570782
7/6/04,7/13/04,8,1769.0,1769.0,0.0
7/31/04,8/13/04,14,1776.0,1775.0,-0.0005630630630630631
8/14/04,8/24/04,11,1776.0,1776.0,0.0
8/25/04,9/22/04,29,1777.0,1776.0,-0.0005627462014631402
10/7/04,10/11/04,5,1781.0,1781.0,0.0
10/12/04,10/27/04,16,1782.0,1782.0,0.0
10/28/04,11/8/04,12,1783.0,1783.0,0.0
11/29/04,12/29/04,31,1794.0,1787.0,-0.0039018952062430325
1/16/05,1/29/05,14,1795.0,1792.0,-0.001671309192200557
1/30/05,2/5/05,7,1793.0,1793.0,0.0
2/6/05,2/12/05,7,1794.0,1789.0,-0.002787068004459309
2/14/05,2/18/05,5,1798.0,1786.0,-0.006674082313681869
2/28/05,3/6/05,7,1798.0,1797.0,-0.0005561735261401557
3/7/05,4/12/05,37,1798.0,1797.0,-0.0005561735261401557
4/13/05,6/2/05,51,1798.0,1796.0,-0.0011123470522803114
6/3/05,7/7/05,35,1797.0,1784.0,-0.007234279354479688
7/26/05,8/1/05,7,1795.0,1795.0,0.0
8/2/05,8/7/05,6,1796.0,1796.0,0.0
8/8/05,1/9/06,155,1797.0,1788.0,-0.005008347245409015
1/10/06,3/11/06,61,1789.0,1773.0,-0.008943543879262158
3/12/06,3/18/06,7,1774.0,1774.0,0.0
3/19/06,3/25/06,7,1775.0,1775.0,0.0
3/26/06,4/2/06,8,1776.0,1776.0,0.0
4/3/06,4/12/06,10,1777.0,1777.0,0.0
4/13/06,5/2/06,20,1778.0,1778.0,0.0
5/3/06,7/13/06,72,1779.0,1776.0,-0.0016863406408094434
7/14/06,8/1/06,19,1777.0,1776.0,-0.0005627462014631402
8/14/06,8/18/06,5,1781.0,1781.0,0.0
8/19/06,8/27/06,9,1782.0,1782.0,0.0
8/28/06,9/4/06,8,1783.0,1783.0,0.0
9/5/06,9/23/06,19,1784.0,1784.0,0.0
9/24/06,1/19/07,118,1785.0,1748.0,-0.02072829131652661
1/20/07,2/28/07,40,1749.0,1746.0,-0.0017152658662092624
3/1/07,3/5/07,5,1747.0,1747.0,0.0
3/6/07,3/10/07,5,1748.0,1748.0,0.0
3/11/07,3/15/07,5,1749.0,1749.0,0.0
3/16/07,3/22/07,7,1750.0,1750.0,0.0
3/23/07,5/26/07,65,1751.0,1746.0,-0.0028555111364934323
6/6/07,6/10/07,5,1750.0,1750.0,0.0
6/11/07,7/26/07,46,1751.0,1748.0,-0.0017133066818960593
7/27/07,8/2/07,7,1749.0,1749.0,0.0
8/3/07,8/9/07,7,1750.0,1750.0,0.0
8/10/07,8/14/07,5,1751.0,1751.0,0.0
8/15/07,8/19/07,5,1752.0,1752.0,0.0
8/20/07,8/25/07,6,1753.0,1753.0,0.0
8/26/07,8/31/07,6,1754.0,1754.0,0.0
9/1/07,9/8/07,8,1755.0,1755.0,0.0
9/9/07,9/15/07,7,1756.0,1756.0,0.0
9/16/07,9/27/07,12,1757.0,1757.0,0.0
9/28/07,10/11/07,14,1758.0,1758.0,0.0
