Start Date, End Date, Duration, Start Elevation, End Elevation, Percent Difference, Rate of Change, Drawdown,Days Before Next Drawdown
1/2/97,1/10/97,9,9191,9190,-0.000108802,-0.125,-1,12
1/22/97,1/26/97,5,9190,9188,-0.000217628,-0.5,-2,4
1/30/97,2/5/97,7,9189,9187,-0.000217652,-0.333333333,-2,9
2/14/97,2/23/97,10,9187,9185,-0.000217699,-0.222222222,-2,9
3/4/97,3/14/97,11,9185,9182,-0.000326619,-0.3,-3,5
3/19/97,3/24/97,6,9182,9180,-0.000217817,-0.4,-2,84
6/16/97,6/26/97,11,9197,9195,-0.000217462,-0.2,-2,21
7/17/97,7/26/97,10,9200,9199,-0.000108696,-0.111111111,-1,7
8/2/97,8/7/97,6,9200,9199,-0.000108696,-0.2,-1,6
8/13/97,8/17/97,5,9199,9197,-0.000217415,-0.5,-2,3
8/20/97,8/29/97,10,9199,9198,-0.000108707,-0.111111111,-1,20
9/18/97,9/23/97,6,9199,9198,-0.000108707,-0.2,-1,1
9/24/97,10/3/97,10,9199,9198,-0.000108707,-0.111111111,-1,11
10/14/97,10/19/97,6,9198,9196,-0.000217439,-0.4,-2,64
12/22/97,12/31/97,10,9198,9197,-0.000108719,-0.111111111,-1,9
1/9/98,1/18/98,10,9198,9196,-0.000217439,-0.222222222,-2,11
1/29/98,2/2/98,5,9196,9195,-0.000108743,-0.25,-1,4
2/6/98,2/13/98,8,9196,9195,-0.000108743,-0.142857143,-1,2
2/15/98,2/20/98,6,9196,9194,-0.000217486,-0.4,-2,3
2/23/98,2/28/98,6,9195,9193,-0.00021751,-0.4,-2,18
3/18/98,3/24/98,7,9197,9192,-0.000543656,-0.833333333,-5,92
6/24/98,7/4/98,11,9198,9196,-0.000217439,-0.2,-2,13
7/17/98,7/21/98,5,9199,9196,-0.000326122,-0.75,-3,16
8/6/98,8/15/98,10,9199,9196,-0.000326122,-0.333333333,-3,50
10/4/98,10/12/98,9,9197,9196,-0.000108731,-0.125,-1,1
10/13/98,10/18/98,6,9197,9196,-0.000108731,-0.2,-1,10
10/28/98,11/1/98,5,9197,9196,-0.000108731,-0.25,-1,36
12/7/98,12/16/98,10,9197,9195,-0.000217462,-0.222222222,-2,4
12/20/98,12/30/98,11,9196,9193,-0.000326229,-0.3,-3,1
12/31/98,1/9/99,10,9193,9191,-0.000217557,-0.222222222,-2,4
1/13/99,1/19/99,7,9190,9188,-0.000217628,-0.333333333,-2,23
2/11/99,2/20/99,10,9187,9185,-0.000217699,-0.222222222,-2,23
3/15/99,3/22/99,8,9186,9185,-0.000108861,-0.142857143,-1,39
4/30/99,5/9/99,10,9192,9191,-0.00010879,-0.111111111,-1,1
5/10/99,5/19/99,10,9191,9190,-0.000108802,-0.111111111,-1,24
6/12/99,6/21/99,10,9199,9198,-0.000108707,-0.111111111,-1,22
7/13/99,7/19/99,7,9200,9197,-0.000326087,-0.5,-3,21
8/9/99,8/18/99,10,9199,9198,-0.000108707,-0.111111111,-1,1
8/19/99,8/23/99,5,9198,9196,-0.000217439,-0.5,-2,2
8/25/99,8/30/99,6,9197,9195,-0.000217462,-0.4,-2,33
10/2/99,10/6/99,5,9196,9195,-0.000108743,-0.25,-1,9
