Start Date, End Date, Duration, Start Elevation, End Elevation, Percent Difference, Rate of Change, Drawdown,Days Before Next Drawdown
1/31/97,2/9/97,10,9299,9298,-0.000107538,-0.111111111,-1,18
2/27/97,3/8/97,10,9298,9297,-0.00010755,-0.111111111,-1,10
3/18/97,3/27/97,10,9297,9296,-0.000107562,-0.111111111,-1,17
4/13/97,4/22/97,10,9296,9295,-0.000107573,-0.111111111,-1,71
7/2/97,7/11/97,10,9328,9327,-0.000107204,-0.111111111,-1,4
7/15/97,7/28/97,14,9327,9325,-0.000214431,-0.153846154,-2,1
7/29/97,8/7/97,10,9325,9323,-0.000214477,-0.222222222,-2,4
8/11/97,8/20/97,10,9323,9322,-0.000107262,-0.111111111,-1,5
8/25/97,9/7/97,14,9322,9320,-0.000214546,-0.153846154,-2,5
9/12/97,9/22/97,11,9319,9317,-0.000214615,-0.2,-2,2
9/24/97,10/4/97,11,9317,9315,-0.000214661,-0.2,-2,3
10/7/97,10/17/97,11,9315,9313,-0.000214707,-0.2,-2,108
2/2/98,2/11/98,10,9314,9313,-0.000107365,-0.111111111,-1,33
3/16/98,3/25/98,10,9313,9312,-0.000107377,-0.111111111,-1,33
4/27/98,5/3/98,7,9312,9311,-0.000107388,-0.166666667,-1,75
7/17/98,7/26/98,10,9323,9322,-0.000107262,-0.111111111,-1,3
7/29/98,8/10/98,13,9322,9320,-0.000214546,-0.166666667,-2,1
8/11/98,8/21/98,11,9320,9318,-0.000214592,-0.2,-2,1
8/22/98,9/1/98,11,9318,9316,-0.000214638,-0.2,-2,1
9/2/98,9/16/98,15,9316,9313,-0.000322027,-0.214285714,-3,5
9/21/98,10/1/98,11,9312,9310,-0.000214777,-0.2,-2,7
10/8/98,10/17/98,10,9310,9309,-0.000107411,-0.111111111,-1,48
12/4/98,12/13/98,10,9308,9307,-0.000107434,-0.111111111,-1,11
12/24/98,1/2/99,10,9307,9306,-0.000107446,-0.111111111,-1,8
1/10/99,1/19/99,10,9306,9305,-0.000107458,-0.111111111,-1,20
2/8/99,2/17/99,10,9305,9304,-0.000107469,-0.111111111,-1,13
3/2/99,3/11/99,10,9304,9303,-0.000107481,-0.111111111,-1,37
4/17/99,4/26/99,10,9304,9303,-0.000107481,-0.111111111,-1,8
5/4/99,5/9/99,6,9304,9303,-0.000107481,-0.2,-1,62
7/10/99,7/19/99,10,9328,9327,-0.000107204,-0.111111111,-1,8
