Start Date, End Date, Duration, Start Elevation, Min Elevation, Percent Difference, Rate of Change, Drawdown
7/20/04,9/18/04,62,3171.95,3165.33,-0.002087044247229588,-0.11413793103448087,-6.619999999999891
5/25/10,6/3/10,11,3187.27,3186.48,-0.0002478610221286441,-0.2633333333333212,-0.7899999999999636
3/15/11,3/29/11,16,3186.59,3184.96,-0.0005115185825600749,-0.13583333333334244,-1.6300000000001091
6/3/11,6/11/11,10,3186.78,3186.01,-0.0002416232058692416,-0.3849999999999909,-0.7699999999999818
5/14/14,5/20/14,7,3186.68,3186.03,-0.00020397404194950113,-0.3249999999998181,-0.6499999999996362
5/15/15,5/21/15,7,3186.89,3185.9,-0.00031064768473332364,-0.32999999999992724,-0.9899999999997817
5/27/15,6/5/15,11,3187.09,3185.08,-0.0006306693566859481,-0.28714285714288834,-2.0100000000002183
6/7/15,6/15/15,10,3187.65,3184.8,-0.0008940755729141873,-0.40714285714284415,-2.849999999999909
6/19/15,6/27/15,10,3186.71,3184.74,-0.0006181924304377413,-0.3283333333333758,-1.9700000000002547
7/8/15,7/16/15,10,3185.62,3184.87,-0.00023543297694012468,-0.1875,-0.75
5/31/18,6/7/18,8,3186.45,3185.87,-0.00018202074408822584,-0.1449999999999818,-0.5799999999999272
6/22/18,7/17/18,27,3186.73,3184.93,-0.0005648423305395128,-0.07500000000000757,-1.800000000000182
3/22/19,4/2/19,13,3187.14,3184.59,-0.0008000903631468111,-0.2549999999999727,-2.549999999999727
5/24/19,6/5/19,14,3186.78,3185.42,-0.0004267630649119573,-0.15111111111112527,-1.3600000000001273
7/9/19,7/17/19,10,3186.31,3184.66,-0.000517840385900961,-0.41250000000002274,-1.650000000000091
3/11/20,3/19/20,10,3185.35,3184.41,-0.0002951010093082564,-0.1880000000000109,-0.9400000000000546
